sentiment_score,pos_freq,pos_val,neg_freq,neg_val,rating
1.6363636363636365,1.0454545454545454,1.6363636363636365,0.0,0.0,4.5
1.0,0.7170731707317073,1.1902439024390243,0.1317073170731707,-0.1902439024390244,4.5
0.5714285714285714,0.4778325123152709,0.6995073891625616,0.0689655172413793,-0.1280788177339901,4.0
1.3222222222222222,1.1,1.8111111111111111,0.2666666666666666,-0.4888888888888889,4.0
1.4112903225806452,0.9838709677419356,1.5403225806451613,0.0806451612903225,-0.1290322580645161,4.5
1.1584158415841583,0.9702970297029704,1.504950495049505,0.2277227722772277,-0.3465346534653465,4.5
1.9761904761904765,1.5256410256410255,2.5503663003663,0.3205128205128205,-0.5741758241758241,4.5
1.434108527131783,1.1472868217054264,1.7829457364341086,0.2015503875968992,-0.3488372093023256,4.0
0.7942386831275721,0.5720164609053497,0.9218106995884774,0.0905349794238683,-0.1275720164609053,4.0
1.0445859872611465,0.7707006369426752,1.2738853503184713,0.1464968152866242,-0.2292993630573248,5.0
1.964705882352941,1.2941176470588236,2.2588235294117647,0.1647058823529411,-0.2941176470588235,4.0
1.6523809523809525,1.3,2.157142857142857,0.2857142857142857,-0.5047619047619047,4.0
2.5853658536585367,1.7926829268292683,3.109756097560976,0.2926829268292683,-0.524390243902439,5.0
0.75,0.5978260869565217,1.0,0.1467391304347826,-0.25,4.5
0.9772727272727272,0.696969696969697,1.1515151515151516,0.1136363636363636,-0.1742424242424242,4.5
1.067901234567901,0.7592592592592593,1.182098765432099,0.0648148148148148,-0.1141975308641975,4.5
0.6807692307692308,0.5461538461538461,0.8730769230769231,0.1153846153846153,-0.1923076923076923,4.5
1.1754385964912282,0.8771929824561403,1.4210526315789471,0.1403508771929824,-0.2456140350877192,4.5
0.9342105263157896,0.6710526315789473,1.144736842105263,0.1578947368421052,-0.2105263157894736,4.0
1.2913907284768211,1.0794701986754969,1.7152317880794703,0.2317880794701986,-0.423841059602649,4.5
0.5853658536585366,0.5975609756097561,0.9390243902439024,0.2195121951219512,-0.3536585365853658,4.0
0.7340425531914894,0.6063829787234043,0.9787234042553192,0.1276595744680851,-0.2446808510638297,4.0
1.143884892086331,0.920863309352518,1.5179856115107917,0.1942446043165467,-0.3741007194244604,4.5
0.5681818181818182,0.6818181818181818,0.9772727272727272,0.2727272727272727,-0.4090909090909091,3.5
0.4814814814814814,0.3395061728395062,0.5802469135802469,0.0679012345679012,-0.0987654320987654,4.0
0.6268656716417911,0.6169154228855721,0.9054726368159204,0.1741293532338308,-0.2786069651741293,4.0
1.6612903225806452,1.293548387096774,2.035483870967742,0.2096774193548387,-0.3741935483870968,4.5
1.4473684210526316,0.993421052631579,1.638157894736842,0.1118421052631579,-0.1907894736842105,4.5
0.7486338797814208,0.6229508196721312,1.0273224043715847,0.174863387978142,-0.2786885245901639,4.5
0.7678571428571429,0.7142857142857143,1.0982142857142858,0.2142857142857142,-0.3303571428571428,4.0
1.163265306122449,1.1428571428571428,1.6122448979591837,0.2448979591836734,-0.4489795918367347,4.0
1.2153846153846153,1.1384615384615384,1.7384615384615385,0.2769230769230769,-0.5230769230769231,4.0
1.267175572519084,1.1221374045801529,1.6946564885496185,0.2671755725190839,-0.4274809160305343,4.0
1.1650485436893203,1.058252427184466,1.6310679611650485,0.2621359223300971,-0.4660194174757281,4.0
0.4511278195488721,0.4511278195488721,0.7218045112781954,0.1578947368421052,-0.2706766917293233,4.0
0.8452380952380952,0.6190476190476191,1.0,0.1071428571428571,-0.1547619047619047,4.0
0.824,0.632,1.048,0.128,-0.224,4.0
0.2929936305732484,0.4140127388535032,0.6369426751592356,0.2101910828025477,-0.3439490445859872,4.0
0.5591836734693878,0.4897959183673469,0.7714285714285715,0.1428571428571428,-0.2122448979591836,4.0
0.9849624060150376,0.924812030075188,1.4210526315789471,0.2406015037593984,-0.4360902255639097,4.0
0.9591836734693876,0.673469387755102,1.0816326530612246,0.0612244897959183,-0.1224489795918367,4.0
1.305263157894737,1.0421052631578946,1.6210526315789473,0.1894736842105263,-0.3157894736842105,4.5
0.6666666666666666,0.4615384615384615,0.7692307692307693,0.0512820512820512,-0.1025641025641025,4.0
0.676923076923077,0.5846153846153846,0.9076923076923076,0.1615384615384615,-0.2307692307692307,4.0
1.726027397260274,1.4931506849315068,2.287671232876712,0.3287671232876712,-0.5616438356164384,4.0
0.4096385542168674,0.5060240963855421,0.8433734939759037,0.253012048192771,-0.4337349397590361,4.5
0.3555555555555555,0.2666666666666666,0.4888888888888889,0.0888888888888888,-0.1333333333333333,4.5
0.9351669941060904,0.8683693516699411,1.3339882121807465,0.2337917485265226,-0.3988212180746562,4.5
0.5215827338129496,0.5179856115107914,0.8525179856115108,0.2158273381294964,-0.3309352517985611,4.0
0.7944444444444444,0.7277777777777777,1.0944444444444446,0.1722222222222222,-0.3,4.0
2.760479041916168,1.874251497005988,3.197604790419162,0.2514970059880239,-0.437125748502994,4.5
2.229773462783172,1.5436893203883495,2.634304207119741,0.2233009708737864,-0.4045307443365696,4.5
1.8461538461538465,1.3076923076923077,2.0641025641025643,0.141025641025641,-0.2179487179487179,4.5
-0.2727272727272727,0.1818181818181818,0.2727272727272727,0.2727272727272727,-0.5454545454545454,4.5
0.3428571428571428,0.4571428571428571,0.638095238095238,0.1714285714285714,-0.2952380952380952,4.0
0.3958333333333333,0.5416666666666666,0.78125,0.21875,-0.3854166666666667,4.0
0.2727272727272727,0.4545454545454545,0.6363636363636364,0.1818181818181818,-0.3636363636363636,4.0
